smart_5_raw,smart_9_raw,smart_10_raw,smart_184_raw,smart_187_raw,smart_188_raw,smart_192_raw,smart_197_raw,smart_198_raw,failure,serial_number
0.0,10240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,W3015JSX
0.0,28209.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,Z300ZTJ8
0.0,28369.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,Z300ZTJN
0.0,28197.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,Z300ZTJQ
0.0,19483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S301NGZM
0.0,19479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S301NGZN
0.0,33770.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0,Z3016SXE
0.0,20037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304KR3N
0.0,19987.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,Z304KR3L
0.0,19992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304KR3K
0.0,28036.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0,Z30251Y1
0.0,20019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304KR3D
0.0,20020.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0,Z304KR3C
0.0,19481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304KR3B
0.0,19481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304KR3A
0.0,19994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304KR3Z
0.0,19987.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,Z304KR3Y
0.0,19994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304KR3X
0.0,19993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304KR3W
0.0,16824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305CYG4
0.0,20018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304KR3S
0.0,19993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304KR3R
0.0,26204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z3029F4K
0.0,17283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305C1W5
0.0,34628.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,Z300ZT4F
0.0,27686.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0,Z30251YX
0.0,28025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z30251YG
0.0,33728.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,Z3016SX0
0.0,20038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304KR38
0.0,19999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304KR36
0.0,28553.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,Z30251YL
0.0,19999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304KR32
0.0,17011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305CJYF
0.0,34127.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,Z30178CN
0.0,33768.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0,0,Z30178CQ
0.0,19006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304HWSD
0.0,24142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z302FD0Q
0.0,16173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305NZMM
0.0,23458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z3029AC4
0.0,35890.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,Z300WG7R
0.0,26140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z3029AC3
0.0,25823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z3029ACH
0.0,24141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z302FD08
0.0,27234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z3025R5F
0.0,26023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z3029ACD
0.0,23530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,W300R8HJ
0.0,26469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z3029ACY
0.0,27234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z3025R5Z
0.0,35880.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,Z300WKNW
0.0,36782.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,Z300WKNN
0.0,24147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z302DZ4Z
0.0,35922.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0,Z300WKN5
0.0,33906.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0,Z3016P8L
0.0,18667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z3059YCC
0.0,40103.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,W300B10F
0.0,18362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z3059YCK
0.0,40123.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,W300B10L
0.0,19009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304H2SM
0.0,16174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305KKTV
0.0,24243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z302404Q
0.0,19008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304JJKJ
0.0,30548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z30145L2
0.0,35453.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,Z301567D
0.0,21961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z3028C6K
0.0,21680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300VLNB
0.0,35918.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0,Z300X92Y
0.0,16159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305LNB9
0.0,17640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z3051MYL
0.0,16658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305K1YS
0.0,16654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305K1YR
0.0,16672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305K1YV
0.0,16173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305F9Z2
0.0,16653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305K1YA
0.0,16995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305D2NT
0.0,17013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305D2NW
0.0,11804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305D2NS
0.0,21096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z302SXQ5
0.0,17011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305D2NB
0.0,17013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305D2NL
0.0,17311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305D2NM
0.0,21126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z302SXQB
0.0,17012.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,Z304YW7P
0.0,16658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305K1Y3
0.0,16175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305K1Y1
0.0,19484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S301GVD4
0.0,35860.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,Z300XFF0
0.0,16656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305Q0L8
0.0,16827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305GWY2
0.0,16822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305DWSX
0.0,20019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304JDL3
0.0,16823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305FZ1L
0.0,22343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300ZQ4S
0.0,20644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z30414WX
0.0,22538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z302WP1V
0.0,21078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S3010MM7
0.0,17636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305B8PX
0.0,16672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305GG8T
0.0,19275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304JNGX
0.0,19991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S301PYFW
0.0,17024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305D4P2
0.0,16987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305D4P3
0.0,17011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305D4P5
0.0,17013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z30553AQ
0.0,17024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305D4PQ
0.0,17022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305D4PS
0.0,11389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305D4PV
0.0,28371.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,Z300YM4Z
0.0,11384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305D4PZ
0.0,21081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S3010MMZ
0.0,23481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S3010MMW
0.0,7534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305KQZK
0.0,23172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S3010MMG
0.0,23830.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,S3011HAB
0.0,39550.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,Z300GQ9L
0.0,3365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,W301D1FM
0.0,36296.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0,Z300GQ9C
0.0,19989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304JG7Q
0.0,18946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304JG7W
0.0,19276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304JG7V
0.0,19006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304JG7X
0.0,22019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300XDS7
0.0,38830.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,W3006LZF
0.0,26348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300XQQ2
0.0,23488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S30117YT
0.0,13541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S3017S26
0.0,24154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S30117YJ
0.0,18505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304ZF5C
0.0,22032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300XDSE
0.0,39543.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,Z300GQ98
0.0,39531.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,Z300GQ96
0.0,35983.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0,Z300GQ94
0.0,39544.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,Z300GQ95
0.0,39584.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,Z300GQ93
0.0,36295.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0,Z300GQ90
0.0,38860.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,Z300GQ91
0.0,20863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z302SRL2
0.0,18491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305APC0
0.0,26778.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,Z3025LHK
0.0,22996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300YQT2
0.0,18351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305APCP
0.0,28037.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0,Z3025LHP
0.0,18335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305APCY
0.0,17637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305FB3T
0.0,23146.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,W3007MZF
0.0,22019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300XBEZ
0.0,18351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z3058WTS
0.0,16997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305415J
0.0,18506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305ANY2
0.0,26282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z3029B22
0.0,26911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z3029B2J
0.0,18344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305ANYT
0.0,24161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z3029B2C
0.0,27279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z3029B2F
0.0,18337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305ANYB
0.0,18506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305ANYC
0.0,25822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z3029B2T
0.0,11487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304G27P
0.0,37105.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,Z300P9AX
0.0,24142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z302CY5D
0.0,22513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300Z41Q
0.0,21073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300Z41P
0.0,23448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300Z41W
0.0,22024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300XC72
0.0,21957.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,S300Z41Z
0.0,21956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300Z41Y
0.0,22350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300Z41B
0.0,21076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300Z41D
0.0,17644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z3058QFX
0.0,36885.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,Z300WZ9Z
0.0,33916.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,Z3014LGW
0.0,35575.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0,Z30041LK
0.0,28554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z30262G8
0.0,33916.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,Z3014LG2
0.0,22995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300Z413
0.0,21960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300Z410
0.0,21076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z3026P1P
0.0,16654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305GK1Q
0.0,24153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S3010T5N
0.0,38823.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0,Z300E4CC
0.0,34633.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,Z30111JA
0.0,21096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z302T7KN
0.0,34950.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0,Z30111JK
0.0,34632.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,Z30111JR
0.0,23450.0,0.0,0.0,1.0,0.0,0.0,16.0,16.0,0,S300YQTN
0.0,34620.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0,Z30111JW
0.0,16823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305D45G
0.0,34631.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,Z30111JZ
0.0,20402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z302T7KS
0.0,17254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305D6EK
0.0,19997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304JJYZ
0.0,34633.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,Z30111J1
0.0,34950.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,Z30111J2
0.0,34631.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,Z30111J9
0.0,16689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305KVPR
0.0,40099.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,W300AM9K
0.0,16822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305FPT6
0.0,16822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305FPT2
0.0,20669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z302SYB1
0.0,21095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z302SYBB
0.0,21095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z302SYBJ
0.0,20378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z302SYBR
0.0,16675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305PJGG
0.0,20402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z302SYBT
0.0,20817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z302SYBV
0.0,16676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305KVPL
0.0,16178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z304LLZG
0.0,23446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300Y2V4
0.0,21960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z302B20G
0.0,6016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S301D8HV
0.0,24142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S30117DR
0.0,24155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S30117DQ
0.0,17023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305DNNN
0.0,34770.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,W300KZXV
0.0,16658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z305KWNJ
0.0,21961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300YSEZ
0.0,22350.0,0.0,0.0,17.0,0.0,0.0,16.0,16.0,0,S300YSET
0.0,23483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300YSEW
0.0,21106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300YSEV
0.0,21946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300YSEP
0.0,22997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300YSES
0.0,21078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300Z531
0.0,21104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S30108XD
0.0,21891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300YSED
0.0,21076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S300YSEF
0.0,29978.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,W300SP1V
0.0,33924.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,Z3016N79
